user_id,hero_id,id,num_games,num_wins,kda_ratio,primary_attr,attack_type,base_health_regen,base_armor,base_magic_resistance,base_attack_min,base_attack_max,base_strength,base_agility,base_intelligence,strength_gain,agility_gain,intelligence_gain,attack_range,projectile_speed,attack_rate,move_speed,turn_rate,Carry,Escape,Nuker,Initiator,Durable,Disabler,Jungler,Support,Pusher
6,13,6_13,247,128,4087.7893056999997,int,Ranged,1.5,-2.0,25,28,39,15,22,25,2.0,1.7,2.4,550,900,1.7,295,0.5,0,1,1,1,0,1,0,0,0
6,9,6_9,204,118,4139.9217221,agi,Ranged,1.5,-1.0,25,21,32,17,18,17,2.15,3.2,1.65,630,900,1.7,295,0.5,1,1,1,0,0,1,0,1,0
6,19,6_19,202,121,3730.8377897,str,Melee,2.5,0.0,25,44,50,30,0,17,3.3,0.0,1.6,150,900,1.7,285,0.5,1,0,1,1,1,1,0,0,1
6,17,6_17,197,114,4405.6308655,int,Ranged,1.5,2.0,25,22,32,19,22,24,1.8,1.5,3.0,480,1100,1.7,285,0.8,1,1,1,1,0,1,0,0,0
6,80,6_80,186,104,4320.388349399999,agi,Ranged,1.75,0.0,25,18,22,17,24,13,2.4,2.7,1.4,550,900,1.7,320,0.5,1,0,0,0,1,0,1,0,1
6,51,6_51,185,118,3828.202582,str,Melee,1.5,0.0,25,28,30,26,13,17,3.2,2.3,1.3,150,900,1.7,315,0.6,0,0,1,1,1,1,0,0,0
6,25,6_25,185,107,3276.9652651,int,Ranged,1.5,-1.0,25,13,31,18,16,27,1.8,1.5,3.2,670,1000,1.6,295,0.5,1,0,1,0,0,1,0,1,0
7,62,7_62,1512,855,3181.3036334000003,agi,Melee,2.0,3.0,25,24,38,17,21,19,2.1,3.0,2.0,150,900,1.7,315,0.6,0,1,1,0,0,0,0,0,0
7,91,7_91,1107,643,2126.5707105,str,Ranged,1.5,-2.0,25,26,35,17,14,23,2.2,1.6,1.7,575,1200,1.7,295,0.7,0,1,1,0,0,0,0,1,0
7,22,7_22,1058,568,3716.1174685999995,int,Ranged,1.5,0.0,25,21,29,19,11,22,2.6,1.2,2.7,350,1100,1.7,300,0.6,0,0,1,0,0,0,0,0,0
7,67,7_67,474,249,4159.425911599999,agi,Melee,1.5,0.0,25,23,27,20,23,16,2.3,1.8,1.9,150,900,1.7,285,0.5,1,1,0,0,1,0,0,0,0
7,17,7_17,424,200,2431.8757922,int,Ranged,1.5,2.0,25,22,32,19,22,24,1.8,1.5,3.0,480,1100,1.7,285,0.8,1,1,1,1,0,1,0,0,0
7,106,7_106,381,196,3247.0167063999997,agi,Melee,2.0,-2.0,25,30,34,19,22,20,2.1,1.8,1.8,150,900,1.7,305,0.5,1,1,1,1,0,1,0,0,0
7,27,7_27,300,167,2164.7940075,int,Ranged,1.5,0.0,25,50,57,21,16,21,2.1,1.6,3.0,400,900,1.7,285,0.5,0,0,1,1,0,1,0,1,1
7,75,7_75,296,165,2660.496614,int,Ranged,1.5,-1.0,25,16,30,17,22,27,2.5,3.0,2.5,600,1000,1.7,295,0.6,1,0,1,1,0,1,0,1,0
7,54,7_54,293,140,3215.9090909,str,Melee,1.5,-1.0,25,27,37,25,18,15,3.1,1.9,1.75,150,900,1.85,315,1.0,1,1,0,0,1,1,1,0,0
8,74,8_74,780,459,3830.3215208000006,int,Ranged,1.5,-1.0,25,19,25,16,14,16,2.2,1.9,4.0,600,900,1.7,280,0.5,1,1,1,0,0,1,0,0,1
8,17,8_17,380,205,3680.9789609,int,Ranged,1.5,2.0,25,22,32,19,22,24,1.8,1.5,3.0,480,1100,1.7,285,0.8,1,1,1,1,0,1,0,0,0
8,65,8_65,374,225,3908.4041548,int,Ranged,3.25,0.0,25,14,18,23,15,24,2.7,1.5,2.5,375,900,1.7,290,1.0,0,1,0,1,0,1,1,0,0
8,34,8_34,293,149,3580.4597701,int,Ranged,1.5,2.0,25,22,28,17,13,30,2.3,1.2,2.2,500,900,1.7,305,0.6,1,0,1,0,0,0,0,0,1
8,11,8_11,255,135,3149.4708995,agi,Ranged,1.75,-2.0,25,15,21,15,20,18,2.3,2.9,2.0,500,1200,1.7,310,1.0,1,0,1,0,0,0,0,0,0
8,13,8_13,244,127,3585.2112675999997,int,Ranged,1.5,-2.0,25,28,39,15,22,25,2.0,1.7,2.4,550,900,1.7,295,0.5,0,1,1,1,0,1,0,0,0
8,52,8_52,242,167,4264.604811,int,Ranged,1.5,0.0,25,15,19,16,23,26,1.8,1.7,3.0,600,900,1.7,325,0.5,1,0,1,0,0,1,0,1,1
8,76,8_76,235,125,3721.3675213,int,Ranged,1.5,0.5,25,14,29,19,24,26,2.6,2.0,2.7,450,900,1.7,315,0.5,1,0,1,0,0,1,0,0,0
8,46,8_46,207,112,3847.1953579000005,agi,Ranged,1.5,1.0,25,30,36,18,23,20,2.4,2.3,2.0,140,900,1.7,300,0.7,1,1,0,0,0,0,0,0,0
11,86,11_86,324,188,2411.8835893000005,int,Ranged,1.5,-1.0,25,17,27,19,14,27,1.8,1.6,2.4,550,1125,1.7,290,0.7,0,0,1,0,0,1,0,1,0
11,33,11_33,304,177,2944.8698315,int,Ranged,1.5,2.0,25,22,28,17,14,20,2.4,1.0,3.4,500,900,1.7,300,0.5,0,0,0,1,0,1,1,0,1
11,9,11_9,279,151,2776.9436997,agi,Ranged,1.5,-1.0,25,21,32,17,18,17,2.15,3.2,1.65,630,900,1.7,295,0.5,1,1,1,0,0,1,0,1,0
11,16,11_16,242,134,2777.9710145,str,Melee,1.5,0.0,25,25,41,22,19,16,2.9,2.1,1.8,150,900,1.7,295,0.5,0,1,1,1,0,1,1,0,0
11,21,11_21,232,135,2724.3589744,int,Ranged,1.5,-1.0,25,22,34,15,17,22,2.8,1.4,2.6,600,1250,1.5,295,0.8,1,1,1,0,0,1,0,1,0
11,107,11_107,215,103,2524.3902439,str,Melee,1.5,1.0,25,25,35,21,17,18,3.2,1.5,2.1,150,900,1.7,290,0.6,0,1,1,1,1,1,0,0,0
11,14,11_14,211,113,2391.3288288000003,str,Melee,1.5,-1.0,25,27,33,25,14,14,3.5,1.5,1.5,150,0,1.7,280,0.7,0,0,1,1,1,1,0,0,0
11,26,11_26,198,108,2132.8413284000003,int,Ranged,1.5,-1.0,25,27,33,16,15,20,2.0,1.5,3.0,600,900,1.7,290,0.5,0,0,1,1,0,1,0,1,0
11,51,11_51,197,109,3055.2523874000003,str,Melee,1.5,0.0,25,28,30,26,13,17,3.2,2.3,1.3,150,900,1.7,315,0.6,0,0,1,1,1,1,0,0,0
12,74,12_74,620,368,4649.3333334,int,Ranged,1.5,-1.0,25,19,25,16,14,16,2.2,1.9,4.0,600,900,1.7,280,0.5,1,1,1,0,0,1,0,0,1
12,91,12_91,463,255,2913.4358289,str,Ranged,1.5,-2.0,25,26,35,17,14,23,2.2,1.6,1.7,575,1200,1.7,295,0.7,0,1,1,0,0,0,0,1,0
12,86,12_86,393,213,3065.4890133999997,int,Ranged,1.5,-1.0,25,17,27,19,14,27,1.8,1.6,2.4,550,1125,1.7,290,0.7,0,0,1,0,0,1,0,1,0
12,107,12_107,327,172,3454.9665465999997,str,Melee,1.5,1.0,25,25,35,21,17,18,3.2,1.5,2.1,150,900,1.7,290,0.6,0,1,1,1,1,1,0,0,0
12,14,12_14,261,133,3270.9973753000004,str,Melee,1.5,-1.0,25,27,33,25,14,14,3.5,1.5,1.5,150,0,1.7,280,0.7,0,0,1,1,1,1,0,0,0
12,16,12_16,256,132,3206.5289806999995,str,Melee,1.5,0.0,25,25,41,22,19,16,2.9,2.1,1.8,150,900,1.7,295,0.5,0,1,1,1,0,1,1,0,0
12,87,12_87,248,137,3366.6201117,int,Ranged,1.5,-1.0,25,27,31,19,15,22,2.2,1.4,2.5,600,1200,1.7,300,0.5,0,0,1,1,0,1,0,1,0
12,7,12_7,238,130,3433.8129496,str,Melee,2.0,1.0,25,24,34,22,12,16,3.2,1.4,1.8,150,0,1.7,310,0.9,0,0,1,1,0,1,0,1,0
12,11,12_11,218,130,3692.893401,agi,Ranged,1.75,-2.0,25,15,21,15,20,18,2.3,2.9,2.0,500,1200,1.7,310,1.0,1,0,1,0,0,0,0,0,0
13,65,13_65,665,432,6206.2228655,int,Ranged,3.25,0.0,25,14,18,23,15,24,2.7,1.5,2.5,375,900,1.7,290,1.0,0,1,0,1,0,1,1,0,0
13,6,13_6,242,184,4144.6327684,agi,Ranged,1.5,-3.0,25,14,25,17,26,15,1.9,1.9,1.4,625,1250,1.7,285,0.7,1,0,0,0,0,1,0,0,1
13,120,13_120,183,108,4196.0556844,agi,Melee,1.5,1.0,25,29,35,16,18,16,2.5,2.8,1.9,150,900,1.7,305,1.0,1,1,1,1,1,1,0,0,0
13,61,13_61,136,74,3474.9034748999998,agi,Melee,1.5,0.0,25,26,32,17,18,18,2.8,2.2,2.0,150,900,1.7,270,0.5,1,1,1,0,0,0,0,0,1
13,1,13_1,135,82,5455.9193955,agi,Melee,1.5,-1.0,25,27,31,22,22,12,1.3,2.8,1.8,150,0,1.45,310,0.5,1,1,1,0,0,0,0,0,0
13,44,13_44,131,67,4036.4238410999997,agi,Melee,1.5,1.0,25,23,25,20,23,15,2.15,3.15,1.4,150,900,1.7,305,0.6,1,1,0,0,0,0,0,0,0
13,53,13_53,129,72,3425.5319149,int,Ranged,1.5,1.0,25,30,44,19,18,25,2.1,1.9,2.9,600,1125,1.7,290,0.6,1,1,1,0,0,0,1,0,1
13,4,13_4,116,71,4551.6666667,agi,Melee,1.5,0.0,25,33,39,23,24,18,2.7,3.0,1.7,150,900,1.7,285,0.5,1,0,1,1,0,1,1,0,0
13,104,13_104,109,65,3472.0,str,Melee,1.5,0.0,25,35,39,26,18,20,2.9,1.7,2.2,150,900,1.7,320,0.5,1,0,1,1,1,1,0,0,0
14,110,14_110,1594,1033,4749.3699596,str,Ranged,1.5,-2.0,25,26,36,19,12,18,3.2,1.3,1.8,500,1100,1.7,285,1.0,0,1,1,1,0,1,0,1,0
14,61,14_61,546,324,3544.9735450000003,agi,Melee,1.5,0.0,25,26,32,17,18,18,2.8,2.2,2.0,150,900,1.7,270,0.5,1,1,1,0,0,0,0,0,1
14,93,14_93,422,231,4276.5151515,agi,Melee,1.5,-1.0,25,33,41,20,21,16,1.9,1.5,1.7,150,0,1.7,295,0.5,1,1,1,0,0,1,0,0,0
14,69,14_69,248,161,4476.9736842,str,Melee,1.5,-1.0,25,27,43,26,11,13,3.5,0.9,2.1,150,900,2.0,290,0.5,1,0,1,1,1,1,0,0,0
14,107,14_107,233,140,3006.5398335,str,Melee,1.5,1.0,25,25,35,21,17,18,3.2,1.5,2.1,150,900,1.7,290,0.6,0,1,1,1,1,1,0,0,0
14,62,14_62,186,92,3176.5175719,agi,Melee,2.0,3.0,25,24,38,17,21,19,2.1,3.0,2.0,150,900,1.7,315,0.6,0,1,1,0,0,0,0,0,0
14,23,14_23,176,95,3573.4840699,str,Melee,1.5,2.0,25,26,36,24,14,18,3.3,1.3,1.5,150,900,1.7,300,0.6,1,0,1,1,1,1,0,0,0
14,101,14_101,175,91,3269.8019802,int,Ranged,1.5,-2.0,25,12,22,19,13,27,1.8,0.8,3.6,600,1000,1.7,330,0.5,0,0,1,0,0,1,0,1,0
14,88,14_88,168,92,2737.6910016999996,agi,Melee,4.75,1.0,25,27,31,18,19,18,2.3,2.2,2.1,150,900,1.7,295,0.5,0,1,1,1,0,1,0,0,0
16,106,16_106,307,197,3830.1886791999996,agi,Melee,2.0,-2.0,25,30,34,19,22,20,2.1,1.8,1.8,150,900,1.7,305,0.5,1,1,1,1,0,1,0,0,0
16,17,16_17,293,177,3073.6887733000003,int,Ranged,1.5,2.0,25,22,32,19,22,24,1.8,1.5,3.0,480,1100,1.7,285,0.8,1,1,1,1,0,1,0,0,0
16,8,16_8,280,143,3225.1572327,agi,Melee,2.0,0.0,25,22,26,20,26,14,2.2,2.4,1.4,150,0,1.4,295,0.6,1,1,0,0,0,0,0,0,1
16,7,16_7,241,143,2716.4730729000003,str,Melee,2.0,1.0,25,24,34,22,12,16,3.2,1.4,1.8,150,0,1.7,310,0.9,0,0,1,1,0,1,0,1,0
16,1,16_1,237,133,3326.8416596,agi,Melee,1.5,-1.0,25,27,31,22,22,12,1.3,2.8,1.8,150,0,1.45,310,0.5,1,1,1,0,0,0,0,0,0
16,86,16_86,237,115,1980.3094234,int,Ranged,1.5,-1.0,25,17,27,19,14,27,1.8,1.6,2.4,550,1125,1.7,290,0.7,0,0,1,0,0,1,0,1,0
16,93,16_93,197,106,3298.0842912,agi,Melee,1.5,-1.0,25,33,41,20,21,16,1.9,1.5,1.7,150,0,1.7,295,0.5,1,1,1,0,0,1,0,0,0
16,39,16_39,189,100,3310.8206246,int,Ranged,1.5,-1.0,25,21,29,16,18,24,2.0,2.0,2.5,550,1500,1.5,295,0.5,1,1,1,0,0,0,0,0,0
16,26,16_26,172,97,1892.7680798000001,int,Ranged,1.5,-1.0,25,27,33,16,15,20,2.0,1.5,3.0,600,900,1.7,290,0.5,0,0,1,1,0,1,0,1,0
17,23,17_23,2306,1335,4310.6503784999995,str,Melee,1.5,2.0,25,26,36,24,14,18,3.3,1.3,1.5,150,900,1.7,300,0.6,1,0,1,1,1,1,0,0,0
17,17,17_17,503,320,4504.6347794,int,Ranged,1.5,2.0,25,22,32,19,22,24,1.8,1.5,3.0,480,1100,1.7,285,0.8,1,1,1,1,0,1,0,0,0
17,74,17_74,256,111,3618.4593023,int,Ranged,1.5,-1.0,25,19,25,16,14,16,2.2,1.9,4.0,600,900,1.7,280,0.5,1,1,1,0,0,1,0,0,1
17,104,17_104,163,77,3074.7663552,str,Melee,1.5,0.0,25,35,39,26,18,20,2.9,1.7,2.2,150,900,1.7,320,0.5,1,0,1,1,1,1,0,0,0
17,2,17_2,147,72,2740.5978785,str,Melee,4.25,-1.0,25,24,28,25,20,18,2.8,2.2,1.6,150,900,1.7,290,0.6,0,0,0,1,1,1,1,0,0
17,11,17_11,137,71,3351.2450851999997,agi,Ranged,1.75,-2.0,25,15,21,15,20,18,2.3,2.9,2.0,500,1200,1.7,310,1.0,1,0,1,0,0,0,0,0,0
17,106,17_106,126,72,5158.172232,agi,Melee,2.0,-2.0,25,30,34,19,22,20,2.1,1.8,1.8,150,900,1.7,305,0.5,1,1,1,1,0,1,0,0,0
17,36,17_36,112,61,3960.8482871,int,Ranged,1.5,1.0,25,22,26,16,15,22,2.3,1.2,2.5,550,900,1.7,285,0.5,1,0,1,0,1,1,0,0,0
17,14,17_14,111,49,2892.3766815999998,str,Melee,1.5,-1.0,25,27,33,25,14,14,3.5,1.5,1.5,150,0,1.7,280,0.7,0,0,1,1,1,1,0,0,0
18,73,18_73,766,484,3636.4734299999996,str,Melee,1.5,0.0,25,24,33,25,16,25,2.1,1.2,1.8,150,900,1.7,295,0.6,1,0,1,1,1,1,0,1,0
18,34,18_34,759,464,4432.609203499999,int,Ranged,1.5,2.0,25,22,28,17,13,30,2.3,1.2,2.2,500,900,1.7,305,0.6,1,0,1,0,0,0,0,0,1
18,106,18_106,730,444,4776.6640966,agi,Melee,2.0,-2.0,25,30,34,19,22,20,2.1,1.8,1.8,150,900,1.7,305,0.5,1,1,1,1,0,1,0,0,0
18,76,18_76,315,178,3589.2461197,int,Ranged,1.5,0.5,25,14,29,19,24,26,2.6,2.0,2.7,450,900,1.7,315,0.5,1,0,1,0,0,1,0,0,0
18,98,18_98,314,192,4060.0974553,str,Melee,1.5,-2.0,25,26,30,21,16,21,2.1,1.3,2.4,150,900,1.7,290,0.6,0,1,1,0,1,0,0,0,0
18,10,18_10,304,170,4848.9326765,agi,Ranged,1.5,-2.0,25,9,18,19,24,13,2.3,3.7,1.1,350,1300,1.5,280,0.6,1,1,1,0,1,1,0,0,0
18,1,18_1,261,140,3543.5203094000003,agi,Melee,1.5,-1.0,25,27,31,22,22,12,1.3,2.8,1.8,150,0,1.45,310,0.5,1,1,1,0,0,0,0,0,0
18,39,18_39,188,100,3495.697074,int,Ranged,1.5,-1.0,25,21,29,16,18,24,2.0,2.0,2.5,550,1500,1.5,295,0.5,1,1,1,0,0,0,0,0,0
18,109,18_109,147,90,3739.3850659,agi,Melee,3.25,7.0,25,26,32,15,22,19,1.7,3.2,1.6,150,900,1.5,310,0.5,1,0,1,0,0,0,0,0,1
20,8,20_8,113,77,4204.778157,agi,Melee,2.0,0.0,25,22,26,20,26,14,2.2,2.4,1.4,150,0,1.4,295,0.6,1,1,0,0,0,0,0,0,1
20,77,20_77,78,58,4592.1052632,str,Melee,1.5,1.0,25,36,41,25,16,17,3.3,1.0,1.55,150,900,1.7,305,0.5,1,1,0,0,1,0,1,0,1
20,44,20_44,75,43,3455.142232,agi,Melee,1.5,1.0,25,23,25,20,23,15,2.15,3.15,1.4,150,900,1.7,305,0.6,1,1,0,0,0,0,0,0,0
20,94,20_94,47,28,4349.4623656,agi,Ranged,1.5,-1.0,25,24,30,14,20,19,1.5,2.5,2.1,600,1200,1.7,285,0.5,1,0,0,0,1,1,0,0,0
20,11,20_11,39,22,2433.3333333,agi,Ranged,1.75,-2.0,25,15,21,15,20,18,2.3,2.9,2.0,500,1200,1.7,310,1.0,1,0,1,0,0,0,0,0,0
20,41,20_41,37,24,4741.9354839,agi,Melee,2.0,0.0,25,33,39,23,23,15,2.1,2.8,1.5,150,900,1.7,295,1.0,1,1,0,1,1,1,0,0,0
20,9,20_9,29,16,2969.8275862,agi,Ranged,1.5,-1.0,25,21,32,17,18,17,2.15,3.2,1.65,630,900,1.7,295,0.5,1,1,1,0,0,1,0,1,0
20,106,20_106,28,17,3336.2831859000003,agi,Melee,2.0,-2.0,25,30,34,19,22,20,2.1,1.8,1.8,150,900,1.7,305,0.5,1,1,1,1,0,1,0,0,0
20,114,20_114,27,16,3516.6666666,agi,Melee,3.0,-3.0,25,27,33,18,22,20,2.8,3.2,1.8,300,900,1.7,300,0.6,1,1,0,1,0,1,0,0,0
22,74,22_74,614,331,3710.1664685,int,Ranged,1.5,-1.0,25,19,25,16,14,16,2.2,1.9,4.0,600,900,1.7,280,0.5,1,1,1,0,0,1,0,0,1
22,14,22_14,358,194,2396.2488835999998,str,Melee,1.5,-1.0,25,27,33,25,14,14,3.5,1.5,1.5,150,0,1.7,280,0.7,0,0,1,1,1,1,0,0,0
22,76,22_76,331,191,3126.3001486,int,Ranged,1.5,0.5,25,14,29,19,24,26,2.6,2.0,2.7,450,900,1.7,315,0.5,1,0,1,0,0,1,0,0,0
22,93,22_93,318,175,3591.8598078,agi,Melee,1.5,-1.0,25,33,41,20,21,16,1.9,1.5,1.7,150,0,1.7,295,0.5,1,1,1,0,0,1,0,0,0
22,1,22_1,266,137,3174.2043550999997,agi,Melee,1.5,-1.0,25,27,31,22,22,12,1.3,2.8,1.8,150,0,1.45,310,0.5,1,1,1,0,0,0,0,0,0
22,106,22_106,259,152,4031.2292359,agi,Melee,2.0,-2.0,25,30,34,19,22,20,2.1,1.8,1.8,150,900,1.7,305,0.5,1,1,1,1,0,1,0,0,0
22,17,22_17,203,121,3687.3977087,int,Ranged,1.5,2.0,25,22,32,19,22,24,1.8,1.5,3.0,480,1100,1.7,285,0.8,1,1,1,1,0,1,0,0,0
22,46,22_46,196,96,2997.3427812,agi,Ranged,1.5,1.0,25,30,36,18,23,20,2.4,2.3,2.0,140,900,1.7,300,0.7,1,1,0,0,0,0,0,0,0
22,98,22_98,196,120,2911.3636363,str,Melee,1.5,-2.0,25,26,30,21,16,21,2.1,1.3,2.4,150,900,1.7,290,0.6,0,1,1,0,1,0,0,0,0
23,92,23_92,283,193,4664.2857143,int,Ranged,1.5,-2.0,10,21,31,22,11,24,2.7,1.3,2.5,600,900,1.7,285,0.5,0,0,1,0,1,1,0,1,1
23,66,23_66,242,173,3899.3135011999993,int,Ranged,1.5,-1.0,25,22,32,23,15,21,1.8,2.1,2.8,650,1100,1.7,300,0.6,0,0,0,0,0,0,1,1,1
23,54,23_54,183,119,5726.465364199999,str,Melee,1.5,-1.0,25,27,37,25,18,15,3.1,1.9,1.75,150,900,1.85,315,1.0,1,1,0,0,1,1,1,0,0
23,58,23_58,166,110,4975.460122699999,int,Ranged,1.5,-2.0,25,31,41,16,19,21,1.3,1.8,3.1,550,900,1.7,340,0.5,0,0,0,0,1,1,1,1,1
23,80,23_80,165,112,5488.7892377,agi,Ranged,1.75,0.0,25,18,22,17,24,13,2.4,2.7,1.4,550,900,1.7,320,0.5,1,0,0,0,1,0,1,0,1
23,52,23_52,160,123,4436.2745098000005,int,Ranged,1.5,0.0,25,15,19,16,23,26,1.8,1.7,3.0,600,900,1.7,325,0.5,1,0,1,0,0,1,0,1,1
23,8,23_8,151,116,6263.3928571999995,agi,Melee,2.0,0.0,25,22,26,20,26,14,2.2,2.4,1.4,150,0,1.4,295,0.6,1,1,0,0,0,0,0,0,1
23,64,23_64,140,92,3407.5067024000004,int,Ranged,1.5,1.0,25,25,33,25,10,28,2.6,1.2,2.8,400,1100,1.7,290,0.5,0,0,1,0,0,1,0,1,1
23,20,23_20,131,94,4217.7914111,agi,Ranged,1.5,0.0,25,12,20,18,27,13,2.9,3.3,1.5,400,1500,1.7,295,0.6,0,1,1,1,0,1,0,1,0
24,107,24_107,449,279,3318.1660298,str,Melee,1.5,1.0,25,25,35,21,17,18,3.2,1.5,2.1,150,900,1.7,290,0.6,0,1,1,1,1,1,0,0,0
24,114,24_114,316,212,3959.1419816,agi,Melee,3.0,-3.0,25,27,33,18,22,20,2.8,3.2,1.8,300,900,1.7,300,0.6,1,1,0,1,0,1,0,0,0
24,74,24_74,261,122,3772.4137931,int,Ranged,1.5,-1.0,25,19,25,16,14,16,2.2,1.9,4.0,600,900,1.7,280,0.5,1,1,1,0,0,1,0,0,1
24,93,24_93,202,112,3681.7800168000003,agi,Melee,1.5,-1.0,25,33,41,20,21,16,1.9,1.5,1.7,150,0,1.7,295,0.5,1,1,1,0,0,1,0,0,0
24,54,24_54,194,122,4248.8738739,str,Melee,1.5,-1.0,25,27,37,25,18,15,3.1,1.9,1.75,150,900,1.85,315,1.0,1,1,0,0,1,1,1,0,0
